Code; Description; CodeType; Deprecated; Created; Modified; 
TEBDE; tetra-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
TECB; 1 2 4 5-tetrachlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
TECB1; 1 2 3 4-tetrachlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
TECB5; 1 2 3 5-tetrachlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
TECE; tetrachloroethylene; PARAM; False; 2006-10-23; 2006-10-23; 
TECE1; 1 1 1 2-Tetrachloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
TECE2; 1 1 2 2-Tetrachlorethane; PARAM; False; 2006-10-23; 2006-10-23; 
TECP; 2 3 4 6-Tetrachlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TEHP; Tri(2-ethylhexyl) phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TELOD; telodrin; PARAM; False; 2006-10-23; 2006-10-23; 
TEMP; temperature; PARAM; False; 2006-10-23; 2013-06-14; 
TEMPend; Temperature measured at end of time periond - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
TEMPMAX; Highest temperature measured in time period - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
TEMPMIN; Lowest temperature measured in time period - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
TEMPstart; Temperature measured at start of time periond - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
TERBUT; Terbutryn; PARAM; False; 2012-06-25; 2012-06-25; 
TETIN; tetrabutyltin - expressed as Sn-atom; PARAM; False; 2006-10-23; 2008-11-28; 
TH; thorium; PARAM; False; 2006-10-23; 2006-10-23; 
TH234; thorium-234; PARAM; False; 2006-10-23; 2006-10-23; 
THCGC; total hydrocarbons (by GC); PARAM; False; 2006-10-23; 2006-10-23; 
THCGR; total hydrocarbons (by gravimetry); PARAM; False; 2006-10-23; 2006-10-23; 
THCIR; total hydrocarbons (by infrared spectrophotometry); PARAM; False; 2006-10-23; 2006-10-23; 
ThClineDepth; Thermocline depth (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
THCUV; total hydrocarbons (by UVF); PARAM; False; 2006-10-23; 2006-10-23; 
THICKN;" thickness (""organ"" described in matrx - ex. BB  ES(egg shell)  EX (shell))"; PARAM; False; 2006-10-23; 2006-10-23; 
TI; titanium; PARAM; False; 2006-10-23; 2006-10-23; 
TIO2; Titanium oxide; PARAM; False; 2016-03-24; 2016-03-24; 
TL; thallium; PARAM; False; 2006-10-23; 2006-10-23; 
TM; Thulium; PARAM; False; 2016-04-04; 2016-04-04; 
TNONC; trans-nonachlor; PARAM; False; 2006-10-23; 2006-10-23; 
TOC; Total organic carbon; PARAM; False; 2012-10-02; 2012-10-02; 
TOL; toluene; PARAM; False; 2006-10-23; 2006-10-23; 
TowDir; Tow direction  (degrees) (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
TPHC-U; total petroleum hydrocarbons - unspecified; PARAM; False; 2012-09-04; 2012-09-04; 
TPM; trans-permethrin; PARAM; False; 2007-07-31; 2007-07-31; 
TPP; Triphenyl phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TPSN+; triphenyltin ion; PARAM; False; 2006-10-23; 2006-10-23; 
TPTIN; triphenyltin - expressed as Sn-atom; PARAM; False; 2006-10-23; 2008-11-28; 
TRBDE; tri-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
TRCB; 1 2 4-trichlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
TRCB1; 1 2 3-trichlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
TRCB2; 1 3 5-trichlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
TRCB3; Trichlorobenzene; PARAM; False; 2012-07-24; 2012-07-24; 
TRCBM1; 1 2 3/1 2 4/1 3 5 trichlorobenzene mixture; PARAM; False; 2008-09-08; 2008-09-08; 
TRCE; trichloroethylene; PARAM; False; 2006-10-23; 2006-10-23; 
TRCP; 2 4 6-Trichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TRCP2; 2 4 5-Trichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TRCP3; 3 4 5-Trichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TRCP4; 2 3 4-Trichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TRCP5; 2 3 5-Trichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TRCP6; 2 3 6-Trichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TREM SPCY; Trematode sporocyst infection; PARAM; False; 2012-03-06; 2012-03-06; 
TRF; trifluralin; PARAM; False; 2006-10-23; 2006-10-23; 
TRI; triphenylene; PARAM; False; 2006-10-23; 2006-10-23; 
TRIAZP; Triazophos; PARAM; False; 2006-10-23; 2006-10-23; 
TRIZ; triazine; PARAM; False; 2006-10-23; 2006-10-23; 
TTOX; total toxaphene - method information necessary in METOA; PARAM; False; 2006-10-23; 2010-01-18; 
TUMRBN; tumour - benign; PARAM; False; 2006-10-23; 2006-10-23; 
TUMRML; tumour - malignant; PARAM; False; 2006-10-23; 2006-10-23; 
TURB; turbidity; PARAM; False; 2006-10-23; 2006-10-23; 
U; uranium; PARAM; False; 2006-10-23; 2006-10-23; 
UNL; Unsaturated neutral lipids; PARAM; False; 2006-10-23; 2006-10-23; 
V; vanadium; PARAM; False; 2006-10-23; 2006-10-23; 
VACFC; vacuolated foci; PARAM; False; 2006-10-23; 2008-06-11; 
VDS; Vas Deferens Sequence (stages 0-6) (imposex); PARAM; False; 2006-10-23; 2008-04-23; 
VDSI; Vas Deferens Sequence Index (mean of VDS stages scored) (imposex); PARAM; False; 2006-10-23; 2008-04-23; 
VISC GRA; visceral granuloma; PARAM; False; 2006-10-23; 2006-10-23; 
VTG; vitellogenin (microgram per ml); PARAM; False; 2006-10-23; 2006-10-23; 
W; Wolfram; PARAM; False; 2016-04-04; 2016-04-04; 
WATLD; water level deviation (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
WAVHT; wave height (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
WAVXP; wave exposure (fetch) (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
WindDir; Wind direction  (degrees with MUNIT degR) (MATRX=SI); PARAM; False; 2010-02-18; 2015-05-26; 
WINSP; wind speed (Unit example: meters/second) (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
WTMAX; weight (maximum) (in combination with matrx); PARAM; False; 2006-10-23; 2007-02-05; 
WTMEA; weight (mean or individual) (in combination with matrx); PARAM; False; 2006-10-23; 2006-10-23; 
WTMIN; weight (minimum) (in combination with matrx); PARAM; False; 2006-10-23; 2007-02-05; 
XGIL LES; X-cell gill lesions; PARAM; False; 2006-10-23; 2006-10-23; 
XYL; xylene; PARAM; False; 2006-10-23; 2006-10-23; 
XYLM; m-xylene; PARAM; False; 2006-10-23; 2006-10-23; 
XYLMP; m- & p-xylene; PARAM; False; 2006-10-23; 2006-10-23; 
XYLO; o-xylene; PARAM; False; 2006-10-23; 2006-10-23; 
XYLP; p-xylene; PARAM; False; 2006-10-23; 2006-10-23; 
Y; yttrium; PARAM; False; 2006-10-23; 2006-10-23; 
YB; Ytterbium; PARAM; False; 2016-04-05; 2016-04-05; 
ZN; zinc; PARAM; False; 2006-10-23; 2006-10-23; 
ZR; zirconium; PARAM; False; 2006-10-23; 2006-10-23; 
ZR95; zirconium-95; PARAM; False; 2006-10-23; 2006-10-23; 
